	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999998	1.0	1.0	1.0	0.9999999999999998	1.0	1.0	1.0	1.0	1.0
91	0.9776854180000037	0.9986738994289788	0.9962066953589218	0.9788090413743032	0.9835471469283583	0.9905688246136457	0.9830944538969003	0.9965397214116635	0.9955376966940096	0.9933086774919498	0.9993959257451742	0.9985538257663193	0.9992004534574513	1.0	0.997403366908126	0.9721864671684505	0.9953494634039604	0.9829964215809319	0.9864916895877406	0.9756802409618894	0.9759073476875686	0.9880901684248459	0.9972915635560453	0.9989048626304635	0.9653491592364735	0.9994211469371178	0.9635777315861251	0.9953530904234587	0.9831374188542397	0.99951369993046
182	0.9627304384209386	0.9557503369811259	0.9700529373412974	0.9217656632482699	0.9468564650650594	0.9574586667499759	0.983567790742144	0.9747686219147274	0.9852352506081528	0.9896515075851474	0.9749281766522182	0.9614998714084213	0.956712913018256	0.9905535903002096	1.0	0.9783873553934294	0.9855476399675167	0.9847606972180353	0.9731951182521823	0.9844747160558313	0.9392081640083643	0.9654436103378077	0.9868320977083903	0.9985572801006415	0.9583030344444959	0.9770799748348082	0.9689274548206914	0.9731016699212294	0.9731667064127478	0.9310154524788963
273	0.9198518647256185	0.9229026235049893	0.9525163811479789	0.8787227966432313	0.9617031209609075	0.8883354786729156	0.9900928631437566	0.9490656247531711	0.9158697874181735	0.9956213887295566	0.9486275912693347	0.8748721804261297	0.9032996788269303	0.9504017943121458	0.9983411635429918	0.9341100107348379	0.9470446607468261	0.9625514289862978	0.9315611973673052	0.9743359504459091	0.9771312788260692	0.9705594273929946	0.9390893515351019	0.9486256461555477	0.9901247493222568	0.9703751070511604	0.9815140690772381	0.9592184676409337	0.9321382790411328	0.9026896144866445
365	0.9034567871584167	0.872262388763003	0.8782097526411656	0.9173410994834145	0.9394869203905758	0.8883434112665818	0.9534197911438266	0.899693676191181	0.8699557660132775	0.9502327069170757	0.9450654376580023	0.9107046470973229	0.9374088812680699	0.9300481466453508	0.9892624297676278	0.8942899624292483	0.9402528258237847	0.9271258718547954	0.9181255089488393	0.9099295283019496	0.8663991808626923	0.9437529977094531	0.9178737358465212	0.9256702171102112	0.9101625763698898	0.8860264621355749	0.9020630260789961	0.9003802681907199	0.897366133726016	0.8565388515406995
456	0.8708295897653048	0.8418189151527643	0.8008370610612495	0.8198450328641036	0.8961071750626237	0.821796029665977	0.9199804393021079	0.9326813734347821	0.8013321336016106	0.8559875168875009	0.9086883576361304	0.8387807778171853	0.7071460324570867	0.7804747344799781	0.9738986397819942	0.915082450673507	0.8943656380075434	0.8969544086541664	0.8529916184274047	0.788422758566537	0.854388025134153	0.803438193884836	0.8042221829577908	0.8963447392317668	0.888681714628635	0.8653136384331542	0.8771121270784	0.9317585093367052	0.7753558316536641	0.7942359087334817
547	0.8777970382291187	0.7102574593046396	0.7691740389416227	0.8461510364536915	0.8924569866127324	0.8027787174623466	0.9241806298143623	0.7670007105930747	0.7483848833943573	0.9001312166005123	0.8515626501477195	0.8283853371230369	0.8070812340734965	0.8590009765020807	0.9527102668750499	0.8966709051968357	0.7982567343887672	0.8882345189328404	0.8471682620136739	0.7697127065662831	0.7973403285150804	0.7989826739555734	0.8012404343088392	0.7738505209807519	0.8019579142160242	0.8365306887210822	0.776164682049643	0.8627876654136224	0.792373534466269	0.7352216886862508
638	0.7970408737175267	0.8324166951087589	0.7498243384897832	0.8200959692057777	0.6994797613220748	0.7947809713531662	0.8596871155716906	0.8305236129353164	0.7164640563249387	0.7491846983358581	0.8094725659042712	0.7659677585489105	0.7751804605369376	0.7685702977432769	0.90706226321446	0.8027585773017333	0.8307312168617741	0.8283217588749721	0.7788357274635047	0.8468817237829724	0.7230802505121146	0.7499755791409629	0.8026211018784052	0.8308796150153872	0.7580235612381937	0.8654055383669244	0.7967282259421257	0.8261680180344144	0.787554030620338	0.7613399938303891
730	0.7459275376420331	0.7286614205230912	0.6380610172339148	0.8045711984545072	0.8293193323057684	0.6182565131985972	0.876409725315177	0.7269567117755502	0.7618677164111225	0.7854229584580434	0.7801096229555832	0.7670103836862114	0.711324182679866	0.763671449514133	0.851710362251884	0.7117608395234102	0.8418307189039579	0.7571499594957127	0.5959470757796401	0.8187795922880599	0.8036719836053434	0.6597259355067475	0.8444493401307326	0.7917852588939203	0.7622166961124666	0.7781232969171396	0.5821527965820298	0.7776591044831161	0.7947845172409965	0.6474977313838379
