libName	subtype.pam50	subtype.pam50_proba_Basal	subtype.pam50_proba_Her2	subtype.pam50_proba_LumA	subtype.pam50_proba_LumB	subtype.pam50_proba_Normal
TCGA.A1.A0SB.01A	LumB	0	0	0.377747989276139	0.622252010723861	0
TCGA.AC.A2FG.01A	LumB	0	0	0.46757488846399	0.53242511153601	0
TCGA.AR.A24M.01A	LumA	0	0	0.613658322353975	0	0.386341677646025
TCGA.3C.AALJ.01A	LumB	0	0.444187425860024	0	0.555812574139976	0
TCGA.AO.A124.01A	LumB	0	0.186477382098171	0	0.813522617901829	0
TCGA.BH.A0BM.01A	LumA	0	0	0.601787551440329	0.398212448559671	0
TCGA.AC.A2FF.01A	Her2	0	0.644193110063144	0	0.355806889936856	0
TCGA.E9.A6HE.01A	LumA	0	0	0.72093179377014	0	0.27906820622986
TCGA.AC.A4ZE.01A	Normal	0	0	0.482525781633655	0	0.517474218366345
TCGA.AO.A0JD.01A	LumB	0	0	0.447827201640815	0.552172798359185	0
TCGA.OL.A66K.01A	LumB	0	0	0.362146202402769	0.637853797597231	0
TCGA.A2.A25B.01A	Her2	0	0.524172879776328	0	0.475827120223672	0
TCGA.AR.A0TW.01A	LumB	0	0.283755685510071	0	0.716244314489929	0
TCGA.B6.A0RM.01A	LumB	0	0	0	1	0
TCGA.A7.A6VV.01A	Basal	1	0	0	0	0
TCGA.A1.A0SH.01A	LumB	0	0	0.399768644529124	0.600231355470876	0
TCGA.A2.A3XX.01A	LumB	0	0	0	1	0
TCGA.BH.A1EN.01A	LumB	0	0	0.26010730024909	0.73989269975091	0
TCGA.A2.A3XW.01A	LumB	0	0.111572839893367	0	0.888427160106633	0
TCGA.B6.A0WT.01A	Basal	1	0	0	0	0
TCGA.EW.A1PC.01B	LumB	0	0	0.222093849982225	0.777906150017775	0
TCGA.A2.A3XT.01A	LumA	0	0	0.52723768018773	0.472762319812269	0
TCGA.A7.A26F.01A	LumA	0	0	0.619579821668499	0	0.380420178331501
TCGA.BH.A1FB.01A	LumB	0	0	0.461918604651163	0.538081395348837	0
TCGA.E9.A5UP.01A	LumB	0	0.466612670986321	0	0.533387329013679	0
TCGA.D8.A1Y3.01A	LumA	0	0	0.575755252261923	0.424244747738077	0
TCGA.BH.A0HF.01A	LumB	0	0.0026544848447435	0.490215445397864	0.507130069757392	0
TCGA.A2.A3XV.01A	LumB	0	0.270970548030322	0	0.729029451969678	0
TCGA.A2.A1G0.01A	LumA	0	0.0915442841431067	0.45785081192987	0.450604903927023	0
TCGA.BH.A1FJ.01A	LumA	0	0	0.535501048894626	0.464498951105374	0
TCGA.AR.A0U3.01A	Basal	0.957529202640934	0.0424707973590655	0	0	0
TCGA.D8.A1XD.01A	LumB	0	0	0.191101454751559	0.808898545248441	0
TCGA.AR.A24Z.01A	LumB	0	0.45196415546525	0	0.54803584453475	0
TCGA.AC.A3HN.01A	LumB	0	0.490704149452129	0	0.509295850547871	0
TCGA.LL.A73Y.01A	LumB	0	0.477358237033056	0	0.522641762966944	0
TCGA.D8.A73W.01A	LumB	0	0.470363017583664	0	0.529636982416336	0
TCGA.D8.A1XT.01A	Basal	0.536416910841356	0	0	0	0.463583089158644
TCGA.EW.A1P5.01A	LumB	0	0.216367062916787	0	0.783632937083212	0
TCGA.EW.A1OY.01A	Basal	0.991911398705824	0	0	0	0.00808860129417621
TCGA.B6.A0RL.01A	LumB	0.155558250955182	0.213293710958821	0	0.631148038085997	0
TCGA.D8.A27W.01A	Her2	0.0331725269806535	0.665887501865022	0	0.300939971154324	0
TCGA.S3.A6ZH.01A	LumA	0	0	0.645664739884393	0.354335260115607	0
TCGA.EW.A1J1.01A	LumA	0	0	0.657764156450671	0	0.342235843549329
TCGA.BH.A6R8.01A	LumB	0	0	0.268418237732317	0.731581762267683	0
TCGA.AR.A24P.01A	LumB	0	0	0.463351716776374	0.536648283223626	0
TCGA.A2.A1FW.01A	Basal	0.861916661823676	0.118498285581449	0	0.0195850525948742	0
TCGA.EW.A2FS.01A	LumB	0	0.486551317341722	0	0.513448682658278	0
TCGA.BH.A0B8.01A	Basal	0.923723228995058	0.0762767710049423	0	0	0
TCGA.AR.A2LN.01A	LumB	0	0	0.366503742171987	0.633496257828013	0
TCGA.AR.A1AS.01A	LumB	0	0.402382480918753	0.079677580426564	0.517939938654683	0
TCGA.B6.A0WW.01A	Basal	0.900965046486995	0.0990349535130046	0	0	0
TCGA.E2.A109.01A	LumB	0	0	0.255466140297601	0.744533859702399	0
TCGA.BH.A0BJ.01A	LumA	0	0	0.811913085201179	0.135513057783261	0.0525738570155597
TCGA.AC.A3OD.01A	LumB	0	0	0.444499211356467	0.555500788643533	0
TCGA.LL.A7T0.01A	LumB	0	0.140189580215238	0.25664599814696	0.603164421637802	0
TCGA.GM.A2DL.01A	Normal	0	0	0.435154445727483	0	0.564845554272517
TCGA.A7.A3J0.01A	LumB	0	0.0624581888949705	0.215228364653652	0.722313446451377	0
TCGA.AC.A62X.01A	Basal	0.727475955289836	0.189186378996621	0	0.083337665713543	0
TCGA.AN.A0XN.01A	LumB	0	0.17074057907755	0	0.82925942092245	0
TCGA.OL.A6VR.01A	LumB	0	0.479335540586825	0	0.520664459413175	0
TCGA.E2.A574.01A	LumB	0	0.338801874928547	0	0.661198125071453	0
TCGA.BH.A0B5.01A	Her2	0	0.56597855839416	0	0.434021441605839	0
TCGA.AC.A5EH.01A	Her2	0	0.632361203330098	0.138056080494407	0.229582716175494	0
TCGA.A7.A4SE.01A	LumB	0	0.172840088708536	0.372434294342472	0.454725616948993	0
TCGA.AR.A0TR.01A	LumB	0	0	0.427162977867203	0.572837022132797	0
TCGA.A2.A3KD.01A	Basal	0.908320848219431	0	0	0	0.0916791517805693
TCGA.AC.A2FK.01A	Basal	0.992801556420233	0	0	0	0.00719844357976654
TCGA.E9.A5FL.01A	Her2	0	0.558461404121551	0	0.441538595878449	0
TCGA.E9.A226.01A	LumA	0	0	0.579418181818182	0.420581818181818	0
TCGA.B6.A0WY.01A	Basal	0.698666244925932	0.128367336180083	0	0.172966418893985	0
TCGA.D8.A27H.01A	LumB	0	0.285934360348292	0	0.714065639651708	0
TCGA.A7.A5ZV.01A	LumB	0	0.374845949276772	0.0114808328468574	0.61367321787637	0
TCGA.A2.A0T2.01A	LumB	0	0.0991232594120681	0.146570397111913	0.754306343476019	0
TCGA.GM.A3NW.01A	LumB	0.0566069689656632	0.421906092552606	0	0.521486938481731	0
TCGA.XX.A89A.01A	LumB	0	0.166964285714286	0	0.833035714285714	0
TCGA.AC.A2QI.01A	LumA	0	0	0.581293037490436	0	0.418706962509564
TCGA.AN.A0XP.01A	LumA	0	0	0.590252293577982	0	0.409747706422018
TCGA.A2.A0SU.01A	LumA	0	0	0.536026200873362	0.463973799126638	0
TCGA.E9.A1RF.01A	LumB	0	0.244532340623546	0	0.755467659376454	0
TCGA.A2.A1G6.01A	Basal	0.700670141474311	0.118735322756172	0	0.180594535769517	0
TCGA.A2.A0YH.01A	LumB	0	0.363512934114621	0	0.636487065885379	0
TCGA.LL.A740.01A	LumA	0	0	0.735453964194373	0	0.264546035805627
TCGA.A2.A4S0.01A	Basal	1	0	0	0	0
TCGA.B6.A0RO.01A	LumB	0	0.404594392921863	0	0.595405607078137	0
TCGA.E9.A54Y.01A	LumB	0	0.0580041786886877	0.00308427022186847	0.938911551089444	0
TCGA.A2.A25E.01A	LumB	0	0.259718938796953	0	0.740281061203047	0
TCGA.D8.A1JI.01A	LumA	0	0	0.600938605939375	0.399061394060625	0
TCGA.EW.A1J3.01A	LumB	0	0.309230556324384	0	0.690769443675616	0
TCGA.GM.A3XG.01A	LumB	0	0	0.37274569402229	0.62725430597771	0
TCGA.EW.A423.01A	LumB	0	0	0.198294419605895	0.801705580394105	0
TCGA.C8.A26Y.01A	Basal	0.985223197724743	0	0	0	0.0147768022752566
TCGA.OL.A97C.01A	LumB	0	0.175226779097994	0	0.824773220902006	0
TCGA.AO.A12C.01A	LumA	0	0	0.723804531422913	0.113984506960219	0.162210961616868
TCGA.D8.A3Z5.01A	LumB	0	0.0973363206372915	0.0677952037175338	0.834868475645175	0
TCGA.D8.A1XA.01A	LumA	0	0	0.539316702819957	0	0.460683297180043
TCGA.A2.A0YJ.01A	LumB	0	0	0.320481702763256	0.679518297236744	0
TCGA.B6.A408.01A	LumB	0	0.126099092812282	0	0.873900907187718	0
TCGA.BH.A0GY.01A	Basal	0.77722690464386	0.177656585688316	0	0.0451165096678235	0
TCGA.AC.A23H.01A	Her2	0	0.53177414313991	0	0.46822585686009	0
TCGA.OL.A5RZ.01A	LumB	0	0.198778892280855	0.116092455298735	0.68512865242041	0
TCGA.B6.A0RG.01A	Basal	0.946413906378319	0.0535860936216808	0	0	0
TCGA.AR.A1AN.01A	LumB	0	0.0470366274152625	0.43543035586494	0.517533016719797	0
TCGA.OL.A5S0.01A	LumA	0	0.426455641062872	0.542616523885582	0.0309278350515464	0
TCGA.BH.A6R9.01A	LumB	0	0.0413096200485044	0	0.958690379951496	0
TCGA.A2.A4S2.01A	LumB	0	0	0.170474910394265	0.829525089605735	0
