0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00
1.250000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.250000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.666666666666666574e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.250000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.111111111111111049e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.499999999999999944e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.666666666666666574e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.272727272727272652e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.272727272727272652e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.500000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.875000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.142857142857142738e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.428571428571428492e-01	5.000000000000000000e-01	1.000000000000000000e+00
7.142857142857142461e-02	5.000000000000000000e-01	1.000000000000000000e+00
6.250000000000000000e-02	5.000000000000000000e-01	1.000000000000000000e+00
7.142857142857142461e-02	5.000000000000000000e-01	1.000000000000000000e+00
1.111111111111111049e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.000000000000000056e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.499999999999999944e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.923076923076923184e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.500000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.083333333333333426e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.818181818181818232e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.307692307692307820e-01	5.000000000000000000e-01	1.000000000000000000e+00
2.500000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00
